IMG_MA00.jpg,00 the fool,"The time to start is now. Big hopes, blind luck."
,00 the fool reversed,"Prepare yourself to start. Pack your bags, check your water supply."
IMG_MA01.jpg,01 the magician,"Magic is energy with purpose, believe in your own power, call on your allies and make it happen."
,01 the magician reversed,"If you feel disillusioned, clarify your intentions with yourself. Tap into your own self-worth and know that you are entitled to your own power."
IMG_MA02.jpg,02 high priestess,"You know the darkness, you know the light, behind your eyelids is your eyesight. Let the priestess in and feel more aware of living, loving, and being."
,02 high priestess reversed,"You may feel out of sync with your intuition or your guides, spend quiet time remembering what you really want."
IMG_MA03.jpg,03 the empress,"Luscious softness is in your air tonight, dance with your earthly riches and let yourself be."
,03 the empress reversed,Are you withholding from your garden or the earth? Remember the ebb and flow of natural energy.
IMG_MA04.jpg,04 the emperor,You can build what you need from the resources at hand. you are capable and in charge.
,04 the emperor reversed,"It's okay to feel let down, make peace here and come back when you are ready to work things out diplomatically."
IMG_MA05.jpg,05 hierophant,What benefit do you find in conforming to the collective? Which history was written to hold you inside it? Put your voice inside the system to be heard.
,05 heirophant reversed,"Breaking free of the system, coloring outside the lines, leaving the church behind."
IMG_MA06.jpg,06 hey lover,"To connect, to love in the endless cycle of loving, fucking and tumbling into each other and back out again. This is where our souls merge."
,06 hey lover reversed,"There is some disconnect, some discontent. It's not all there, if it was once or never has been. Reach outside the bubble you have made."
IMG_MA07.jpg,07 the chariot,"Driving horses of darkness and light doesn't guarantee success, but it's a pretty good omen. Willpower is the key."
,07 the chariot reversed,All your plans feel like they are falling apart. Go back to the last place you felt secure and work from there. 
IMG_MA08.jpg,08 strength,"You have grit. Tame the lion inside you with gentleness, when hard times come, know that you are enough."
,08 strength reversed,Your courage is failing you. Treat what feels like weakness with gentleness and ask your community to help you move through tough times.
IMG_MA09.jpg,09 the hermit,Take all the time you need to look inside.
,09 the hermit reversed,"Perhaps you have been spending too much time with other people, or you are feeling isolated. Remember to be a good partner to yourself."
IMG_MA10.jpg,10 wheel of fortune,"Events are changing outside of your control, the wheel of life turns and you can adapt to change, as you have before and will again. "
,10 wheel of fortune reversed,"Are you struggling against external changes? Ask yourself why, and challenge yourself to adapt."
IMG_MA11.jpg,11 justice,You are acting in balance. Remember that judging others is only another form of self-reflection. You have the knowledge to act with integrity.
,11 justice reversed,"Acknowledge where you may have made mistakes, seek balance to feel at peace again. "
IMG_MA12.jpg,12 hanged man,Take no action and find peace in discomfort. The answer is found after relinquishing control.
,12 hanged man reversed,"Stop struggling to find the answer, it will come to you once you relax."
IMG_MA13.jpg,13 death,The garden must die back in the winter to be reborn in the spring. The snake sheds its skin and makes room for new growth.
,13 death reversed,Are you trying to keep something from dying? Make peace with letting go and sitting fallow so new growth can come forth next season.
IMG_MA14.jpg,14 temperance,Just dip your toe in to see how it feels. Mixing elements from all areas of your life puts you in peace and balance.
,14 temperance reversed,Have you been making rash decisions? Over-indulging or going to extremes? Let these habits die back and find balance in harmonizing different pieces of your life together.
IMG_MA15.jpg,15 the devil,"What are you chained to? Your addictions may be ideas, habits, sex, or substance, try to remember who is in charge of who. Find healthy sources of pleasure."
,15 the devil reversed,"You are coming unbound. Addictions you may have suffered from are still present, but the reins of your life are your own again."
IMG_MA16.jpg,16 the tower,Cataclysmic destruction makes way for radical growth. Brace yourself for change and soften around it.
,16 the tower reversed,You can't stay inside a crumbling structure. Free yourself from expectations and embrace change.
IMG_MA17.jpg,17 the star,"There is hope and peace, and it is strong."
,17 the star reversed,Are you feeling insecure or helpless? Remember on the other side of great change there is hope.
IMG_MA18.jpg,18 the moon,"Look for the reflected light in the darkness, don't be afraid of your shadow, it's safe here with us."
,18 the moon reversed,Avoiding your shadow self will only delay growth. Be brave and try to find comfort in dark emotions. 
IMG_MA19.jpg,19 the sun,"The sun illuminates all the light around you, radiance doesn't need to be contained."
,19 the sun reversed,"There aren't enough clouds during daylight to cause total darkness, the sun always pulls through. "
IMG_MA20.jpg,20 judgement,"The call to decide has come, you can answer it, just look under your wings and make decisions with your heart."
,20 judgement reversed,"You are avoiding a call to action, know that you have the strength to answer, use your inner eye to make the decision. "
IMG_MA21.jpg,21 the world,"The cycle is complete. Pat yourself on the back for whatever you have accomplished, it looks good."
,21 the world reversed,"Perhaps you are one piece away from completing the project, perhaps you are starting over. The good news is, it's the whole world you are working with. "
IMG_0C01.jpg,cups 01 ,"Love, emotional insight and feeling rush forth, enjoy this gushing experience and act from the heart."
,cups 01 reversed,"Are you avoiding your emotional landscape? It is rich with love and intuition, it's okay to tap into that waterfall."
IMG_0C02.jpg,cups 02,Lovers or friends feeling awash in their reciprocal energy. Two snakes almost ready to intertwine. Feeling understood.
,cups 02 reversed,"Feeling blocked or isolated from another individual. Remember to love and partner to yourself first, reach out from that place."
IMG_0C03.jpg,cups 03,We built this place on love and friendship. You are held.
,cups 03 reversed,Feeling isolated or alone in a group. Reach out to an individual to feel understood again.
IMG_0C04.jpg,cups 04,Are you unaware of the 4th cup being offered to you? Do you feel bored or disillusioned by what you have? Open yourself to new ideas or possibilities.
,cups 04 reversed,"It's okay to take some time to sit under the tree, think about what motivates you and begin to unravel your mild melancholy."
IMG_0C05.jpg,cups 05 ,Loss is here and you have the capacity to feel it. It will not last forever.
,cups 05 reversed,"You are ready to move on from that deep hurt, start picking up the pieces of your life, baby steps."
IMG_0C06.jpg,cups 06,"It's playtime, nostalgia is perfect, just be aware when you are drinking its sweet nectar."
,cups 06 reversed,"(This card has a horizontal orientation, therefore it incorporates upright and reversed meanings simultaneously.)"
IMG_0C07.jpg,cups 07,"You are rich in fantasies and ideas, don't let them drive you to distraction, be inspired and take action from there."
,cups 07 reversed,"All your ideas are pouring out around you, you may feel lost and confused. Take small steps, make a list, ground yourself."
IMG_0C08.jpg,cups 08,"Walk away, ride a horse away. Endings aren't always easy but the past passes away and the sun keeps rising and falling in the sky."
,cups 08 reversed,You might be refusing to leave a situation or staying past your welcome. Ask a friend (or a horse) for help to walk away.
IMG_0C09.jpg,cups 09,"Life is gentle, enjoy your pleasures, great and small. There is sunshine on your stretch pants."
,cups 09 reversed,Are you forgetting to be grateful for what you have? Practice enjoying simple pleasures.
IMG_0C10.jpg,cups 10,Your chosen family is here for you. Let yourself be held.
,cups 10 reversed,Are you feeling a little out of place in your family or community? You get to decide who is important to you and be vulnerable where you feel safe.
IMG_0C11.jpg,cups 11 (page),"Inspiration strikes, take talking to your guides, (little fishes, etc) seriously. you are the student, being distracted can be part of the process."
,cups 11 reversed,"Are you lost in the details? Do you feel like a student without a teacher? Look, listen and learn, be okay with being inspired."
IMG_0C12.jpg,cups 12 (knight),"You may be wearing your heart on your sleeve and charming the devil out of the earth. Daydreams come to light and tears come as easy as romance. There's precious cargo here, be gentle now."
,cups 12 reversed,"You may be running too far ahead with your heart and your dreams and schemes, beware the unreality of an ungrounded romance."
IMG_0C13.jpg,cups 13 (queen),"You have all the answers you need, here in the space between your heart and your feet. Act from the guts, the pelvic floor, your divine intuition knows when to laugh and when to cry."
,cups 13 reversed,"Are you blocking your ability to feel something fully? Stop telling yourself a story, breath inside and find out what's really going on."
IMG_0C14.jpg,cups 14 (king),"Don't be afraid of all your softness, you have the power to feel through this situation."
,cups 14 reversed,"When your emotions rule everything around you, no one wins."
IMG_0P01.jpg,pentacles 01,"This is a golden moment, seize the opportunity, go forth. Your riches are earthly, your work is strong and you are full of potential. "
,pentacles 01 reversed,"Are you seized by scarcity? Bring your bank accounts up to date and remember small details that make you feel rich, even when money feels scarce. "
IMG_0P02.jpg,pentacles 02,"You are balancing so many acts in life, are you bleeding or laughing?"
,pentacles 02 reversed,"If you feel like you are dropping the ball, it's okay--you can pick it back up again when you're ready."
IMG_0P03.jpg,pentacles 03,You can make your plans come to fruition with the help of a few key people. 
,pentacles 03 reversed,"You may be feeling out of sync with a project or your team, reconnect with the individuals to make the group feel whole again."
IMG_0P04.jpg,pentacles 04,"Boundaries are blessings, but are you holding on to keep others out? Is your relationship to wealth or security allowing for love and abundance?"
,pentacles 04 reversed,"You many be letting material wealth pass through you, you are not in control here. Reassess how you measure wealth."
IMG_0P05.jpg,pentacles 05,"You may be feeling like you have been beat down to your knees by expectations of abundance and wealth. The snake holding the gem lets you know that this is just part of the cycle, there is wealth after destitution. "
,pentacles 05 reversed,Perhaps things are not so bad as they might seem. Look around for the resources you have and know that you have not hit rock bottom.
IMG_0P06.jpg,pentacles 06,Who has power over who here? Are you feeling held or held hostage? Ask yourself where you need to give to break free.
,pentacles 06 reversed,"Your sense of your own power is getting out of hand, check yourself."
IMG_0P07.jpg,pentacles 07,"Assess what you've accomplished, it's real nice. Decide to go from here."
,pentacles 07 reversed,"Slow down, don't cut corners, take the time to look at what you're doing."
IMG_0P08.jpg,pentacles 08,"Making progress, slowly, methodically completing the task at hand."
,pentacles 08 reversed,Are you trying to rush ahead to complete something? Take a deep breath and pay attention to the task at hand.
IMG_0P09.jpg,pentacles 09,You've achieved a level of luxury through hard work and self-reliance. Reflect on how far you've come and how you got there. 
,pentacles 09 reversed,"There's a lack of responsibility or self-reliance, it's time to tow the line."
IMG_0P10.jpg,pentacles 10 ,"The community that braids together, stays together, sisters, mothers, friends, children, lovers, helpers, humans."
,pentacles 10 reversed,You may be feeling disconnected or adrift without family or community.
IMG_0P11.jpg,pentacles 11 page,"You are strong. Your foundation is being built, don't wrestle against yourself, and try not to rush growth."
,pentacles 11 reversed,"You may be feeling distracted or disinterested. Rest, and come back to the task when you are refreshed."
IMG_0P12.jpg,pentacles 12 knight,"Don't get too lost in your own reflection, work is important, but don't leave play behind."
,pentacles 12 reversed,"Remember that magic is in the earth below you, you might be feeling lethargic, connect with the earth to be refreshed."
IMG_0P13.jpg,pentacles 13 queen,"Feeling deeply, physically satisfied. Your creature comforts are taken care of."
,pentacles 13 reversed,"You may be feeling ungrounded or your intuition is off, turn to the earth to reconnect, enjoy simple physical pleasures."
IMG_0P14.jpg,pentacles 14 king,"Solid like a bull, think it through, act from the point of deeply grounded abundance."
,pentacles 14 reversed,"You may be feeling unstable. Remember to play in the dirt, don't take yourself so seriously, and pay attention to detail."
IMG_0S01.jpg,swords 01 ace,"Where your thoughts start, your mind will follow. Proceed with your truth."
,swords 01 reversed,"If you are having trouble communicating, shut your mouth and listen."
IMG_0S02.jpg,swords 02,Meditate on the mantra: healthy boundaries. Who do you want to keep out and who comes in?
,swords 02 reversed,"It's time to let your boundaries down, letting vulnerability in. "
IMG_0S03.jpg,swords 03,"Heartbreak pierces the heart like a knife, but the sooner you face it, the sooner you can see what opens up around it."
,swords 03 reversed,The heartbreak you thought was coming isn't as bad as you feared.
IMG_0S04.jpg,swords 04,"Take a pause, it won't feel like death, it'll feel like life."
,swords 04 reversed,"It's time to wake up, playing dead won't help you now."
IMG_0S05.jpg,swords 05,"Perhaps you won the conflict, but at what cost? What really pushes others away?"
,swords 05 reversed,"Perhaps you are feeling the despair left after a conflict. Walk away or go back and take a rest, let the feelings tell you where to go."
IMG_0S06.jpg,swords 06,"There are burdens and there is hope, your progress is in continuing. Shoot for the moon and count your steps. "
,swords 06 reversed,Rest at the bottom of the staircase and make sure the direction you sought was your own. 
IMG_0S07.jpg,swords 07,What are you really getting away with here? Is isolation working for you?
,swords 07 reversed,"If you've been caught being dishonest with yourself or others, apologize, ask for forgiveness (grant it to yourself) and learn from your mistakes. "
IMG_0S08.jpg,swords 08,"Are you bound in self-imposed isolation? Perhaps your thoughts are keeping you from seeing the situation clearly, breathe."
,swords 08 reversed,"The situation is becoming clearer, your ideas make more sense, you can start to move your body again."
IMG_0S09.jpg,swords 09,"So many swords cut to the heart of your nightmares. Remember you are both the witness and the author of your thoughts, be gentle, you've got a shadow who is near and dear here."
,swords 09 reversed,"You may be feeling oppression, don't hurt yourself. This too will pass. "
IMG_0S10.jpg,swords 10,"Things can't get much worse, that's the good and the bad news. The sun is hiding just over the hill, when you reach rock bottom the only way to go is up."
,swords 10 reversed,The swords are falling out of your back. Perhaps the situation is not as bleak as you thought it might be. 
IMG_0S11.jpg,swords 11 page,"Excitement about ideas, talking, writing, poetry and intellectual pursuits resonate with you right now."
,swords 11 page reversed,"You may be feeling a little foggy, get some good rest, eat well, drink water and process your ideas. "
IMG_0S12.jpg,swords 12 knight,"Your ideas leap ahead, your words rush forth, be reasonable and careful not to cut those around you."
,swords 12 knight reversed,"(This card has a horizontal orientation, therefore it incorporates upright and reversed meanings simultaneously.)"
IMG_0S13.jpg,swords 13 queen,"Queens can use language like a knife that cleans the wound or creates it, you've got a way with words, speak your truth."
,swords 13 queen reversed,Remember the words you use on yourself directly manifest your feelings. Connect with your heart to speak honestly.
IMG_0S14.jpg,swords 14 king,"You are able to organize and excite with your ideas and your words. Trust in your vision, coyote has your back."
,swords 14 king reversed,"If you are feeling confused about what to say, think about the outcome you would like to achieve and speak to that."
IMG_0W01.jpg,wands 01 ace,"Light a match and run with the sparklers, the time to start is now and your energy is abundant."
,wands 01 ace reversed,Has something dampened your fire? Tend to practical matters to rekindle the flame.
IMG_0W02.jpg,wands 02,"Big big plans, you are likely to be successful, just keep in touch with what you really want."
,wands 02 reversed,Everything feels turned upside when your plans just can't connect. Warm up your feet and remember the excitement you started with.
IMG_0W03.jpg,wands 03,"Looking to the future, take the long view and plan from the understanding that all your serpents and celestial powers are coming together. You've got this."
,wands 03 reversed,"You may be obbsessed by the grand plan, and neglecting to think things through or plan wisely."
IMG_0W04.jpg,wands 04,"It looks like you are about to be satisfied with where you're hanging out. Stable fire, luscious growth."
,wands 04 reversed,Are you feeling a little let down or lonely? Perhaps you got what you wanted and it wasn't right. Rekindle your relationship to inspiration by going over what excited you in the first place. 
IMG_0W05.jpg,wands 05,Do you get off on conflict? Is that benefiting you?
,wands 05 reversed,Have you been spending all your time untangling other people's messes? Go home and rest.
IMG_0W06.jpg,wands 06,"Herald your accomplishments, you've done this and you should be proud. Great art is not made for closets."
,wands 06 reversed,It's time to reflect on what you've accomplished and sing the ballad of it to your friends.
IMG_0W07.jpg,wands 07,Your defiance is your strength. Continue fighting the good fight and believe in yourself. 
,wands 07 reversed,Stop fighting and let yourself rest.
IMG_0W08.jpg,wands 08,"So many wands in the air, you are sure to hit something, act on what you've been thinking about."
,wands 08 reversed,Are you overwhelmed or distracted by everything you hear? Sit down and take a break.
IMG_0W09.jpg,wands 09,"You've been through the ringer, but you are still standing and then sun is coming up."
,wands 09 reversed,"Ready yourself to make amends and forget old grievances, now is not the time to fight."
IMG_0W10.jpg,wands 10,"Are you trying to hold on to too much? Other approaches are possible, you can let go or ask for help. Don't defend the need to be perfect."
,wands 10 reversed,"You have been letting go of some of your burdens, do you feel lighter or forgetful?"
IMG_0W11.jpg,wands 11 page,You are burning with ideas. Stay receptive while your follow your fire.
,wands 11 page reversed,"Perhaps you are starting too many projects and not following through, follow your joy and concentrate on what lights you up."
IMG_0W12.jpg,wands 12 knight,"Your excitement and confidence is contagious: travel, explore, follow your own lead. "
,wands 12 knight reversed,Sometimes the failure of big plans or ideas seems like a reflection on who you are. Reflect on what you've learned instead.
IMG_0W13.jpg,wands 13 queen,"The queen loves life, she is passionate, carnal, and deeply rooted in herself, feel that."
,wands 13 queen reversed,Have you not been acknowledging your passions? You run the risk of obscuring your motivations if you hide from yourself for too long.
IMG_0W14.jpg,wands 14 king,"Great lizard in life, there is heat in your body and your soul, creative energy is yours, but don't be blinded by your own force. "
,wands 14 king reversed,"Has your passion and creativity been dampened? There are times when the fire burns too brightly, decide how much energy you have to give and where. "